"seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr12",10120642,10121856,1215,"*","Promoter (2-3kb)",12,10124008,10138194,14187,1,"160364","uc001qwr.4",-2152,"ENSG00000172322","CLEC12A","C-type lectin domain family 12 member A"
"chr12",10130905,10131615,711,"*","5' UTR",12,10124176,10138194,14019,1,"160364","uc001qwt.3",6729,"ENSG00000172322","CLEC12A","C-type lectin domain family 12 member A"
"chr12",12817508,12818172,665,"*","Intron (uc001rar.3/2842, intron 1 of 1)",12,12813995,12837455,23461,2,"2842","uc001rar.3",19283,"ENSG00000183150","GPR19","G protein-coupled receptor 19"
"chr12",28777865,28778456,592,"*","Distal Intergenic",12,28459675,28703099,243425,1,"55297","uc009zjl.3",318190,"ENSG00000123106","CCDC91","coiled-coil domain containing 91"
"chr12",31204759,31205548,790,"*","Intron (uc001rjq.2/100506660, intron 2 of 2)",12,31226779,31243028,16250,1,"1663","uc010sjw.1",-21231,"ENSG00000013573","DDX11","DEAD/H-box helicase 11"
"chr12",31300293,31300908,616,"*","Exon (uc010sjy.1/uc010sjy.1, exon 11 of 30)",12,31255361,31257725,2365,1,"1663","uc009zjo.1",44932,"ENSG00000013573","DDX11","DEAD/H-box helicase 11"
"chr12",32483338,32484017,680,"*","Intron (uc001rku.3/636, intron 5 of 9)",12,32487450,32491094,3645,1,"636","uc001rkw.1",-3433,"ENSG00000151746","BICD1","BICD cargo adaptor 1"
"chr12",38201574,38202320,747,"*","Distal Intergenic",12,38710557,38723528,12972,1,"144245","uc001rln.4",-508237,"ENSG00000175548","ALG10B","ALG10 alpha-1,2-glucosyltransferase B"
"chr12",42697996,42698823,828,"*","Distal Intergenic",12,42705888,42719932,14045,2,"85437","uc001rmz.3",21109,"ENSG00000139168","ZCRB1","zinc finger CCHC-type and RNA binding motif containing 1"
"chr12",47871580,47872181,602,"*","Distal Intergenic",12,48055715,48099844,44130,2,"79657","uc001rpr.3",227663,"ENSG00000005175","RPAP3","RNA polymerase II associated protein 3"
"chr12",50066281,50066957,677,"*","Intron (uc001ruv.1/91010, intron 1 of 25)",12,50031724,50055832,24109,2,"91010","uc001ruu.1",-10449,"ENSG00000161791","FMNL3","formin like 3"
"chr12",52636063,52636888,826,"*","Exon (uc001saa.1/3855, exon 6 of 9)",12,52643084,52702947,59864,1,"3892","uc010snq.2",-6196,"ENSG00000170442","KRT86","keratin 86"
"chr12",54999002,54999614,613,"*","Distal Intergenic",12,55001971,55004246,2276,2,"644076","uc001sgh.1",4632,"ENSG00000257780","GLYCAM1","glycosylation dependent cell adhesion molecule 1 (pseudogene)"
"chr12",56034414,56035099,686,"*","Distal Intergenic",12,56030676,56031617,942,1,"121130","uc010spq.2",3738,"ENSG00000175398","OR10P1","olfactory receptor family 10 subfamily P member 1"
"chr12",57102061,57103059,999,"*","Distal Intergenic",12,57106211,57119066,12856,2,"4666","uc001sly.2",16007,"ENSG00000196531","NACA","nascent polypeptide associated complex subunit alpha"
"chr12",61991532,61992291,760,"*","Distal Intergenic",12,62102029,62221014,118986,2,"338811","uc001sqv.3",228723,"ENSG00000198673","TAFA2","TAFA chemokine like family member 2"
"chr12",62888332,62889222,891,"*","Exon (uc001sre.3/23041, exon 4 of 35)",12,62895345,62991363,96019,1,"23041","uc001srf.3",-6123,"ENSG00000061987","MON2","MON2 homolog, regulator of endosome-to-Golgi trafficking"
"chr12",69343252,69343889,638,"*","Intron (uc001sur.3/1368, intron 1 of 8)",12,69244956,69357020,112065,2,"1368","uc001sur.3",13131,"ENSG00000135678","CPM","carboxypeptidase M"
"chr12",69570657,69571327,671,"*","Distal Intergenic",12,69633317,69668138,34822,1,"11052","uc001sut.4",-61990,"ENSG00000111605","CPSF6","cleavage and polyadenylation specific factor 6"
"chr12",71639293,71640136,844,"*","Intron (uc001swk.1/7103, intron 4 of 11)",12,71518877,71551779,32903,2,"7103","uc001swj.1",-87514,"ENSG00000127324","TSPAN8","tetraspanin 8"
"chr12",75984596,75985434,839,"*","Distal Intergenic",12,75899944,75905418,5475,2,"11103","uc010stx.2",-79178,"ENSG00000111615","KRR1","KRR1 small subunit processome component homolog"
"chr12",94674729,94675329,601,"*","Intron (uc001tdc.3/10154, intron 22 of 30)",12,94656297,94701451,45155,1,"10154","uc009zsv.3",18432,"ENSG00000136040","PLXNC1","plexin C1"
"chr12",94832836,94833462,627,"*","Intron (uc001tdd.3/51134, intron 1 of 16)",12,94702056,94853764,151709,2,"51134","uc001tdd.3",20302,"ENSG00000173588","CEP83","centrosomal protein 83"
"chr12",95132626,95133358,733,"*","Distal Intergenic",12,94960900,95044324,83425,2,"57458","uc001tdj.2",-88302,"ENSG00000057704","TMCC3","transmembrane and coiled-coil domain family 3"
"chr12",101441627,101442331,705,"*","Promoter (<=1kb)",12,101441766,101522419,80654,1,"121601","uc001thy.2",0,"ENSG00000151572","ANO4","anoctamin 4"
"chr12",104568051,104568552,502,"*","Distal Intergenic",12,104524910,104532040,7131,2,"4801","uc009zum.1",-36011,"ENSG00000120837","NFYB","nuclear transcription factor Y subunit beta"
"chr12",105419968,105421208,1241,"*","Exon (uc009zuo.3/160428, exon 18 of 19)",12,105413562,105460443,46882,2,"160428","uc009zuo.3",39235,"ENSG00000136010","ALDH1L2","aldehyde dehydrogenase 1 family member L2"
"chr12",108831459,108832227,769,"*","Distal Intergenic",12,108909051,108913380,4330,1,"11153","uc001tmx.1",-76824,"ENSG00000198855","FICD","FIC domain protein adenylyltransferase"
"chr12",110253057,110253787,731,"*","Promoter (<=1kb)",12,110220892,110252696,31805,2,"59341","uc001tpj.2",-361,"ENSG00000111199","TRPV4","transient receptor potential cation channel subfamily V member 4"
"chr12",112751689,112752792,1104,"*","Exon (uc021reb.1/283450, exon 3 of 76)",12,112687361,112711599,24239,2,"283450","uc010syk.1",-40090,"ENSG00000173064","HECTD4","HECT domain E3 ubiquitin protein ligase 4"
"chr12",112848923,112849579,657,"*","Promoter (1-2kb)",12,112845298,112847443,2146,2,"6128","uc009zwd.1",-1480,"ENSG00000089009","RPL6","ribosomal protein L6"
"chr12",112885127,112885767,641,"*","Intron (uc001ttw.1/5781, intron 2 of 10)",12,112856536,112947717,91182,1,"5781","uc001ttx.3",28591,"ENSG00000179295","PTPN11","protein tyrosine phosphatase non-receptor type 11"
"chr12",115950282,115950783,502,"*","Distal Intergenic",12,116586365,116586459,95,2,"693205","uc021reh.1",635676,"ENSG00000207967","MIR620","microRNA 620"
"chr12",122161529,122162483,955,"*","Intron (uc001ubc.4/144404, intron 1 of 11)",12,122150658,122219974,69317,1,"144404","uc009zxh.3",10871,"ENSG00000188735","TMEM120B","transmembrane protein 120B"
"chr12",124980196,124980984,789,"*","Promoter (<=1kb)",12,124824552,124979914,155363,2,"9612","uc010tba.2",-282,"ENSG00000196498","NCOR2","nuclear receptor corepressor 2"
"chr12",128840642,128841358,717,"*","Intron (uc021rgn.1/92293, intron 1 of 8)",12,128778637,128778723,87,1,"100500817","uc021rgo.1",62005,"ENSG00000265635","MIR3612","microRNA 3612"
"chr12",130966340,130967007,668,"*","Intron (uc001uil.2/23504, intron 2 of 18)",12,130880681,131002462,121782,2,"23504","uc001uil.2",35455,"ENSG00000060709","RIMBP2","RIMS binding protein 2"
"chr12",131327626,131328127,502,"*","Distal Intergenic",12,131276414,131323819,47406,2,"2054","uc010tbj.3",-3807,"ENSG00000111450","STX2","syntaxin 2"
"chr12",131589125,131589783,659,"*","Promoter (<=1kb)",12,131589376,131626008,36633,1,"283383","uc009zyp.3",0,"ENSG00000111452","ADGRD1","adhesion G protein-coupled receptor D1"
"chr12",131592740,131593492,753,"*","Exon (uc001uit.4/283383, exon 18 of 25)",12,131589376,131626008,36633,1,"283383","uc009zyp.3",3364,"ENSG00000111452","ADGRD1","adhesion G protein-coupled receptor D1"
"chr12",132663892,132664795,904,"*","Distal Intergenic",12,132680917,132690573,9657,2,"50614","uc001uka.3",25778,"ENSG00000182870","GALNT9","polypeptide N-acetylgalactosaminyltransferase 9"
"chr13",16337954,16338487,534,"*","Distal Intergenic",13,19312240,19314239,2000,2,"100874164","uc031qko.1",2975752,NA,"LINC00417","long intergenic non-protein coding RNA 417"
"chr13",16369861,16370422,562,"*","Distal Intergenic",13,19312240,19314239,2000,2,"100874164","uc031qko.1",2943817,NA,"LINC00417","long intergenic non-protein coding RNA 417"
"chr13",17729861,17730381,521,"*","Distal Intergenic",13,19312240,19314239,2000,2,"100874164","uc031qko.1",1583858,NA,"LINC00417","long intergenic non-protein coding RNA 417"
"chr13",17875112,17875635,524,"*","Distal Intergenic",13,19312240,19314239,2000,2,"100874164","uc031qko.1",1438604,NA,"LINC00417","long intergenic non-protein coding RNA 417"
"chr13",18206300,18207114,815,"*","Distal Intergenic",13,19312240,19314239,2000,2,"100874164","uc031qko.1",1107125,NA,"LINC00417","long intergenic non-protein coding RNA 417"
"chr13",28887303,28887907,605,"*","Intron (uc010aap.2/2321, intron 4 of 8)",13,28874483,28882571,8089,2,"2321","uc031qkv.1",-4732,"ENSG00000102755","FLT1","fms related receptor tyrosine kinase 1"
"chr13",33775690,33776849,1160,"*","Intron (uc001uuv.3/90627, intron 1 of 13)",13,33677272,33780187,102916,2,"90627","uc001uuv.3",3338,"ENSG00000133121","STARD13","StAR related lipid transfer domain containing 13"
"chr13",36275068,36275736,669,"*","Intron (uc001uvc.3/100302239, intron 1 of 1)",13,36167143,36246874,79732,1,"26960","uc001uvd.3",107925,"ENSG00000172915","NBEA","neurobeachin"
"chr13",39892615,39893451,837,"*","Distal Intergenic",13,39612448,39624244,11797,1,"387921","uc001uxe.4",280167,"ENSG00000188811","NHLRC3","NHL repeat containing 3"
"chr13",40102696,40103426,731,"*","Exon (uc001uxg.3/uc001uxg.3, exon 1 of 1)",13,39917029,40177356,260328,2,"10186","uc001uxf.3",73930,"ENSG00000183722","LHFPL6","LHFPL tetraspan subfamily member 6"
"chr13",40271372,40272112,741,"*","Intron (uc001uxh.2/57511, intron 12 of 18)",13,40238171,40238272,102,2,"100422940","uc021ril.1",-33100,"ENSG00000264171","MIR4305","microRNA 4305"
"chr13",40514629,40515365,737,"*","Distal Intergenic",13,40755946,40763167,7222,1,"100874127","uc031qlg.1",-240581,NA,"LINC00332","long intergenic non-protein coding RNA 332"
"chr13",40564453,40565242,790,"*","Distal Intergenic",13,40755946,40763167,7222,1,"100874127","uc031qlg.1",-190704,NA,"LINC00332","long intergenic non-protein coding RNA 332"
"chr13",40981185,40981912,728,"*","Exon (uc021rio.1/uc021rio.1, exon 1 of 1)",13,40921271,41055143,133873,2,"646982","uc001uxj.4",73231,"ENSG00000215483","LINC00598","long intergenic non-protein coding RNA 598"
"chr13",41107277,41108034,758,"*","Intron (uc010acc.1/2308, intron 2 of 2)",13,41025071,41055143,30073,2,"646982","uc001uxk.3",-52134,"ENSG00000215483","LINC00598","long intergenic non-protein coding RNA 598"
"chr13",41584735,41585475,741,"*","Intron (uc001uxs.3/1997, intron 1 of 8)",13,41506055,41593508,87454,2,"1997","uc001uxs.3",8033,"ENSG00000120690","ELF1","E74 like ETS transcription factor 1"
"chr13",46736376,46737084,709,"*","Intron (uc001vaz.4/3936, intron 1 of 15)",13,46700058,46742699,42642,2,"3936","uc001vaz.4",5615,"ENSG00000136167","LCP1","lymphocyte cytosolic protein 1"
"chr13",48141957,48143003,1047,"*","Distal Intergenic",13,48516791,48575110,58320,2,"8803","uc010tgb.2",432107,"ENSG00000136143","SUCLA2","succinate-CoA ligase ADP-forming subunit beta"
"chr13",48901613,48902947,1335,"*","Intron (uc010acs.1/5925, intron 1 of 2)",13,48877883,49056026,178144,1,"5925","uc001vcb.3",23730,"ENSG00000139687","RB1","RB transcriptional corepressor 1"
"chr13",50366702,50367295,594,"*","Promoter (<=1kb)",13,50273443,50367057,93615,2,"3839","uc001vdj.2",0,"ENSG00000102753","KPNA3","karyopherin subunit alpha 3"
"chr13",50421910,50422688,779,"*","Distal Intergenic",13,50464545,50467516,2972,1,"220429","uc001vdk.2",-41857,"ENSG00000181358","CTAGE10P","CTAGE family member 10, pseudogene"
"chr13",51045482,51045999,518,"*","Intron (uc001vee.1/10301, intron 5 of 5)",13,50746154,50747751,1598,1,"145165","uc001vej.3",299328,NA,"ST13P4","ST13, Hsp70 interacting protein pseudogene 4"
"chr13",51601695,51602501,807,"*","Exon (uc001vfc.4/2974, exon 6 of 17)",13,51568647,51640293,71647,2,"2974","uc001vfc.4",37792,"ENSG00000123201","GUCY1B2","guanylate cyclase 1 soluble subunit beta 2 (pseudogene)"
"chr13",51630957,51631650,694,"*","Intron (uc001vfc.4/2974, intron 2 of 16)",13,51568647,51640293,71647,2,"2974","uc001vfc.4",8643,"ENSG00000123201","GUCY1B2","guanylate cyclase 1 soluble subunit beta 2 (pseudogene)"
"chr13",58586993,58587695,703,"*","Distal Intergenic",13,58240787,58303065,62279,1,"27253","uc001vhr.1",346206,"ENSG00000118946","PCDH17","protocadherin 17"
"chr13",67772631,67773646,1016,"*","Intron (uc001vik.3/5101, intron 2 of 4)",13,66876966,67804468,927503,2,"5101","uc001vik.3",30822,"ENSG00000184226","PCDH9","protocadherin 9"
"chr13",73334383,73335669,1287,"*","Exon (uc001vix.4/22894, exon 19 of 21)",13,73356230,73482819,126590,1,"10464","uc010aeo.1",-20561,"ENSG00000083535","PIBF1","progesterone immunomodulatory binding factor 1"
"chr13",73338297,73338930,634,"*","Intron (uc001vix.4/22894, intron 15 of 20)",13,73356230,73482819,126590,1,"10464","uc010aeo.1",-17300,"ENSG00000083535","PIBF1","progesterone immunomodulatory binding factor 1"
"chr13",75841645,75842490,846,"*","Distal Intergenic",13,75811889,75814517,2629,2,"647288","uc010ths.2",-27128,"ENSG00000214249","CTAGE11P","CTAGE family member 11, pseudogene"
"chr13",77832524,77833244,721,"*","Intron (uc010aev.3/23077, intron 13 of 82)",13,77618792,77901177,282386,2,"23077","uc010aev.3",67933,"ENSG00000005810","MYCBP2","MYC binding protein 2"
"chr13",78649771,78651091,1321,"*","Intron (uc001vks.3/100874222, intron 1 of 2)",13,78628990,79191460,562471,1,"100874222","uc001vku.1",20781,"ENSG00000234377","OBI1-AS1","OBI1 antisense RNA 1"
"chr13",79679179,79679732,554,"*","Distal Intergenic",13,79894102,79928894,34793,2,"64062","uc010tia.2",249162,"ENSG00000139746","RBM26","RNA binding motif protein 26"
"chr13",89540723,89541454,732,"*","Distal Intergenic",13,89193084,89197764,4681,1,"100874168","uc031qmp.1",347639,NA,"LINC00433","long intergenic non-protein coding RNA 433"
"chr13",90230207,90231109,903,"*","Distal Intergenic",13,90201048,90216667,15620,2,"100874139","uc031qmq.1",-13540,NA,"LINC00353","long intergenic non-protein coding RNA 353"
"chr13",95391846,95392836,991,"*","Distal Intergenic",13,95361879,95364389,2511,2,"11166","uc001vma.3",-27457,"ENSG00000125285","SOX21","SRY-box transcription factor 21"
"chr13",98522354,98522855,502,"*","Distal Intergenic",13,98605929,98676550,70622,1,"3843","uc001vne.3",-83074,"ENSG00000065150","IPO5","importin 5"
"chr13",99528172,99529066,895,"*","Intron (uc001vnw.2/23348, intron 27 of 55)",13,99461606,99520265,58660,2,"23348","uc010tiq.1",-7907,"ENSG00000088387","DOCK9","dedicator of cytokinesis 9"
"chr13",100124067,100124780,714,"*","Distal Intergenic",13,100153628,100216302,62675,1,"9375","uc001voj.2",-28848,"ENSG00000125304","TM9SF2","transmembrane 9 superfamily member 2"
"chr13",101916018,101917253,1236,"*","Intron (uc001vox.1/259232, intron 10 of 43)",13,101706130,102068813,362684,2,"259232","uc001vox.1",151560,"ENSG00000102452","NALCN","sodium leak channel, non-selective"
"chr13",111372552,111373289,738,"*","3' UTR",13,111367784,111373421,5638,1,"3621","uc031qni.1",4768,"ENSG00000153487","ING1","inhibitor of growth family member 1"
"chr13",112616789,112617513,725,"*","Distal Intergenic",13,112721913,112726020,4108,1,"6656","uc001vsb.1",-104400,"ENSG00000182968","SOX1","SRY-box transcription factor 1"
"chr13",113129599,113130445,847,"*","Distal Intergenic",13,113030651,113089009,58359,1,"122258","uc001vsd.2",98948,"ENSG00000153498","SPACA7","sperm acrosome associated 7"
"chr13",113273522,113274260,739,"*","Distal Intergenic",13,113301358,113338811,37454,1,"400165","uc001vsh.1",-27098,"ENSG00000197595","ATP11AUN","ATP11A upstream neighbor lncRNA"
"chr14",20866920,20867421,502,"*","Intron (uc001vxe.3/7011, intron 9 of 54)",14,20833826,20859926,26101,2,"7011","uc010ahk.3",-6994,"ENSG00000129566","TEP1","telomerase associated protein 1"
"chr14",22007907,22008541,635,"*","Promoter (2-3kb)",14,21989473,22005337,15865,2,"6297","uc010tma.1",-2570,"ENSG00000165821","SALL2","spalt like transcription factor 2"
"chr14",23662916,23663845,930,"*","Distal Intergenic",14,23594504,23652869,58366,2,"23428","uc010akj.4",-10047,"ENSG00000092068","SLC7A8","solute carrier family 7 member 8"
"chr14",31712162,31712663,502,"*","Distal Intergenic",14,31672281,31676915,4635,2,"25831","uc001wre.3",-35247,"ENSG00000092148","HECTD1","HECT domain E3 ubiquitin protein ligase 1"
"chr14",35136170,35136742,573,"*","Distal Intergenic",14,35037060,35099366,62307,2,"58533","uc010amm.1",-36804,"ENSG00000129515","SNX6","sorting nexin 6"
"chr14",42883927,42884643,717,"*","Distal Intergenic",14,42168630,42373752,205123,1,"145581","uc010ana.3",715297,"ENSG00000165379","LRFN5","leucine rich repeat and fibronectin type III domain containing 5"
"chr14",42929697,42930686,990,"*","Distal Intergenic",14,42168630,42373752,205123,1,"145581","uc010ana.3",761067,"ENSG00000165379","LRFN5","leucine rich repeat and fibronectin type III domain containing 5"
"chr14",52715957,52716643,687,"*","Distal Intergenic",14,52734431,52743442,9012,1,"5729","uc001wzq.3",-17788,"ENSG00000168229","PTGDR","prostaglandin D2 receptor"
"chr14",55103963,55104567,605,"*","Intron (uc001xba.3/23034, intron 1 of 1)",14,55154715,55170589,15875,1,"23034","uc001xbe.3",-50148,"ENSG00000020577","SAMD4A","sterile alpha motif domain containing 4A"
"chr14",68434010,68434687,678,"*","Intron (uc001xkd.3/5890, intron 7 of 10)",14,68286496,69196935,910440,1,"5890","uc001xkg.2",147514,"ENSG00000182185","RAD51B","RAD51 paralog B"
"chr14",70254410,70256212,1803,"*","Intron (uc001xlr.2/6554, intron 1 of 4)",14,70242552,70264006,21455,2,"6554","uc001xlr.2",7794,"ENSG00000100652","SLC10A1","solute carrier family 10 member 1"
"chr14",73465673,73466341,669,"*","Intron (uc001xnm.3/53349, intron 2 of 11)",14,73436159,73453664,17506,2,"53349","uc001xnl.3",-12009,"ENSG00000165861","ZFYVE1","zinc finger FYVE-type containing 1"
"chr14",73859094,73860159,1066,"*","Intron (uc001xny.1/8650, intron 2 of 12)",14,73741918,73833689,91772,2,"8650","uc010arr.1",-25405,"ENSG00000133961","NUMB","NUMB endocytic adaptor protein"
"chr14",81427184,81427800,617,"*","Promoter (1-2kb)",14,81366282,81425828,59547,2,"145508","uc001xva.1",-1356,"ENSG00000100629","CEP128","centrosomal protein 128"
"chr14",85264114,85264801,688,"*","Distal Intergenic",14,85860223,85886418,26196,1,"100996280","uc031qpp.1",-595422,"ENSG00000259107","LINC00911","long intergenic non-protein coding RNA 911"
"chr14",89283140,89283988,849,"*","Distal Intergenic",14,89290497,89319400,28904,1,"123016","uc010atg.1",-6509,"ENSG00000165533","TTC8","tetratricopeptide repeat domain 8"
"chr14",89564181,89565504,1324,"*","Distal Intergenic",14,89290918,89344335,53418,1,"123016","uc010atj.3",273263,"ENSG00000165533","TTC8","tetratricopeptide repeat domain 8"
"chr14",92414470,92415251,782,"*","Promoter (<=1kb)",14,92335755,92414046,78292,2,"10516","uc010aue.3",-424,"ENSG00000140092","FBLN5","fibulin 5"
"chr14",92465474,92466572,1099,"*","Exon (uc010auf.2/9321, exon 6 of 15)",14,92434243,92482205,47963,2,"9321","uc010auf.2",15633,"ENSG00000100815","TRIP11","thyroid hormone receptor interactor 11"
